,total_sqft,bath,price,bhk
4180,1285.0,2.0,78.0,2
4187,1225.0,2.0,67.48,2
4189,1025.0,2.0,65.0,2
4192,1020.0,2.0,70.0,2
4198,1155.0,2.0,69.0,2
4202,1282.0,2.0,72.0,2
4204,1698.0,2.0,105.0,2
4206,1000.0,2.0,58.0,2
4211,1230.0,2.0,80.0,2
4212,1225.0,2.0,69.84,2
4213,1162.0,2.0,69.0,2
4216,1170.0,2.0,65.0,2
4221,907.0,2.0,55.43,2
4223,1205.0,2.0,73.87,2
4224,1164.0,2.0,64.08,2
4237,1276.0,2.0,80.0,2
4239,1180.0,2.0,75.0,2
4244,950.0,2.0,65.0,2
4259,1100.0,2.0,65.0,2
4261,1200.0,2.0,70.0,2
4262,1205.0,2.0,68.32,2
4268,1333.0,2.0,86.65,2
4269,1258.0,2.0,85.5,2
4270,1386.0,2.0,85.0,2
4271,1200.0,2.0,83.0,2
4273,1178.0,2.0,80.0,2
4275,814.0,2.0,53.0,2
4277,1115.0,2.0,61.0,2
4281,1100.0,2.0,70.0,2
4282,1277.0,2.0,92.0,2
4288,1225.0,2.0,72.0,2
4290,1155.0,2.0,69.18,2
4291,905.0,2.0,55.0,2
4292,957.0,2.0,55.0,2
4297,1260.0,2.0,69.9,2
4301,650.0,1.0,40.0,2
4302,1000.0,2.0,70.0,2
4307,933.0,2.0,66.0,2
4310,1200.0,2.0,73.2,2
4316,900.0,2.0,55.0,2
4320,2260.0,3.0,90.0,2
4326,1346.0,2.0,74.03,2
4329,1200.0,2.0,85.0,2
4333,1330.0,2.0,74.0,2
4339,1300.0,2.0,91.65,2
4347,1200.0,2.0,73.0,2
4350,1005.0,2.0,55.0,2
4352,1230.0,2.0,80.0,2
4357,1200.0,2.0,78.0,2
4361,1205.0,2.0,85.0,2
4365,1315.0,2.0,85.0,2
4373,900.0,2.0,55.0,2
4376,1330.0,2.0,93.65,2
4377,1469.0,2.0,99.14,2
4378,980.0,2.0,57.0,2
4379,1164.0,2.0,75.0,2
4380,929.0,1.0,51.0,2
4381,1065.0,2.0,70.0,2
4391,1012.0,2.0,70.0,2
4399,1128.0,2.0,64.8,2
4403,1335.0,2.0,95.0,2
4429,1165.0,2.0,65.0,2
4431,1300.0,2.0,75.0,2
4433,1232.0,2.0,69.61,2
4443,1242.0,2.0,78.0,2
4458,1197.0,2.0,77.0,2
4462,1056.0,2.0,70.0,2
4464,1460.0,2.0,80.3,2
4466,1310.0,2.0,88.0,2
4472,1007.0,2.0,68.0,2
4473,1250.0,2.0,85.0,2
4485,1011.0,2.0,59.0,2
4486,1129.0,2.0,69.0,2
4488,1082.0,2.0,64.0,2
4492,1200.0,2.0,70.0,2
4493,950.0,2.0,57.0,2
4495,1009.0,2.0,56.0,2
4497,1277.0,2.0,77.0,2
4498,1100.0,2.0,62.0,2
4502,1250.0,2.0,78.0,2
4503,1244.0,2.0,88.0,2
4508,1162.0,2.0,64.08,2
4516,1407.0,2.0,98.49,2
4518,1027.0,2.0,67.0,2
4527,1323.0,2.0,74.0,2
4528,1232.0,2.0,69.61,2
4530,1308.0,2.0,86.0,2
4535,1184.0,2.0,78.0,2
4540,1402.0,2.0,95.0,2
4541,1225.0,2.0,71.05,2
4544,1200.0,2.0,78.0,2
4545,1200.0,3.0,78.0,2
4554,1350.0,2.0,89.5,2
4556,1060.0,2.0,58.5,2
4557,1185.0,2.0,75.0,2
4561,1175.0,2.0,70.0,2
4564,1166.0,2.0,64.08,2
4567,860.0,2.0,56.0,2
4568,1190.0,2.0,70.0,2
4575,1183.0,2.0,79.54,2
4577,1291.0,2.0,75.0,2
4581,1056.0,2.0,75.0,2
4582,918.0,2.0,56.0,2
4583,1200.0,2.0,80.0,2
4589,1309.0,2.0,82.0,2
4591,1293.0,2.0,80.0,2
4594,1245.0,2.0,83.05,2
4598,1353.0,2.0,75.0,2
4599,1400.0,2.0,90.0,2
4600,1585.0,2.0,90.0,2
4601,1128.0,2.0,67.0,2
4607,1333.0,2.0,78.56,2
4612,1080.0,2.0,67.0,2
4613,1220.0,2.0,72.0,2
4617,1355.0,2.0,95.0,2
4620,1100.0,2.0,75.0,2
4624,1192.0,2.0,75.0,2
4625,1350.0,2.0,90.0,2
4626,1447.0,3.0,76.0,2
4629,1245.0,2.0,80.0,2
4632,1250.0,2.0,75.0,2
4640,1100.0,2.0,63.0,2
4644,1180.0,2.0,65.0,2
4650,975.0,2.0,55.0,2
4655,1197.0,2.0,76.0,2
4659,1145.0,2.0,68.5,2
4661,1171.0,2.0,73.0,2
4667,1473.0,2.0,85.0,2
4668,650.0,2.0,45.0,2
4674,1200.0,2.0,70.0,2
4675,1000.0,2.0,60.0,2
4678,1120.0,2.0,70.0,2
4681,883.0,2.0,49.0,2
4682,1275.0,2.0,76.0,2
4692,1200.0,2.0,70.0,2
4693,1300.0,2.0,75.0,2
4700,1200.0,2.0,82.0,2
4702,905.0,2.0,58.0,2
4704,933.0,2.0,55.0,2
4705,1125.0,2.0,65.0,2
4710,1140.0,2.0,78.0,2
4712,1216.0,2.0,72.0,2
4713,1026.0,2.0,60.8,2
4717,965.0,2.0,54.0,2
4718,1075.0,2.0,60.0,2
4719,1420.0,2.0,99.26,2
4721,1169.0,2.0,64.08,2
4725,1070.0,2.0,60.0,2
4727,1216.0,2.0,70.0,2
4731,1368.0,2.0,87.0,2
4734,1050.0,2.0,58.0,2
4741,1175.0,2.0,83.0,2
4742,1050.0,2.0,59.0,2
4747,1270.0,2.0,80.0,2
4748,992.0,2.0,70.0,2
4754,1165.0,2.0,67.0,2
4763,1260.0,2.0,75.0,2
4764,1197.0,2.0,75.0,2
4767,966.0,2.0,58.0,2
4768,1112.0,2.0,62.0,2
4769,1175.0,2.0,67.77,2
4772,1232.0,2.0,80.0,2
4773,1010.0,2.0,57.0,2
4775,1590.0,2.0,102.0,2
4777,1322.0,2.0,77.9,2
4779,1260.0,2.0,85.5,2
4784,800.0,1.0,45.0,2
4786,1201.0,2.0,80.0,2
4788,1377.0,2.0,80.0,2
4791,1050.0,2.0,65.0,2
4797,1205.0,2.0,67.0,2
4800,1210.0,2.0,69.0,2
4802,950.0,2.0,55.0,2
4812,1299.0,2.0,89.63,2
4813,1343.0,2.0,76.0,2
4814,1205.0,2.0,79.0,2
4815,1200.0,2.0,68.0,2
4817,1108.0,2.0,66.46,2
4818,1040.0,2.0,68.0,2
4819,1451.0,2.0,87.0,2
4822,1026.0,2.0,60.8,2
4824,1125.0,2.0,75.0,2
4830,1346.0,2.0,76.01,2
4831,1012.0,2.0,68.0,2
4833,1197.0,2.0,79.9,2
4838,1315.0,2.0,77.0,2
4842,1000.0,1.0,65.0,2
4843,1013.0,2.0,60.0,2
4847,1180.0,2.0,85.0,2
4848,1500.0,2.0,91.0,2
4852,1300.0,2.0,90.0,2
4854,930.0,1.0,55.0,2
4855,1010.0,2.0,58.0,2
4856,1221.0,2.0,68.0,2
4859,1277.0,2.0,79.89,2
4863,1274.0,2.0,90.0,2
4865,1195.0,2.0,75.0,2
4867,985.0,2.0,62.5,2
4876,1454.0,2.0,90.0,2
4878,1346.0,2.0,74.03,2
4880,1405.0,2.0,99.0,2
4885,1382.0,2.0,84.5,2
4889,1260.0,2.0,70.0,2
4894,1168.0,2.0,66.0,2
4897,950.0,2.0,60.0,2
4900,1305.0,2.0,90.0,2
4902,1231.0,2.0,84.5,2
4912,1300.0,3.0,65.0,2
4915,950.0,2.0,56.0,2
4917,1200.0,2.0,70.0,2
4921,1015.0,2.0,56.0,2
4924,1230.0,2.0,67.65,2
4931,1183.0,2.0,79.54,2
4932,1342.0,2.0,90.0,2
4937,1290.0,2.0,72.0,2
4938,1150.0,2.0,70.0,2
4939,1160.0,2.0,64.08,2
4945,1432.0,2.0,85.0,2
4948,2640.0,2.0,170.0,2
4950,1200.0,2.0,80.0,2
4953,1216.0,2.0,75.0,2
4957,1290.0,2.0,71.95,2
4958,1200.0,2.0,71.0,2
4966,1250.0,2.0,68.75,2
4971,1200.0,2.0,68.0,2
4974,964.0,2.0,62.0,2
4982,1055.0,2.0,75.0,2
4983,1370.0,2.0,88.0,2
4984,1224.0,2.0,75.0,2
4988,1157.0,2.0,65.0,2
4992,1128.0,2.0,63.5,2
4995,1315.0,2.0,74.0,2
4997,1314.0,2.0,80.0,2
5002,1450.0,2.0,80.0,2
5006,1160.0,2.0,65.0,2
5012,1280.0,2.0,88.0,2
5014,1175.0,2.0,75.0,2
5018,1200.0,3.0,70.0,2
5026,1290.0,2.0,88.0,2
5029,1371.0,2.0,86.0,2
5032,1234.0,2.0,80.0,2
5037,1122.5,2.0,61.74,2
5054,1075.0,2.0,60.0,2
5055,1260.0,2.0,83.5,2
5058,1157.0,2.0,73.0,2
5063,1000.0,2.0,66.0,2
5066,1210.0,2.0,69.0,2
5069,883.0,2.0,49.0,2
5071,1100.0,2.0,65.0,2
5073,1155.0,2.0,69.18,2
5078,957.0,2.0,56.0,2
5085,1047.0,2.0,75.0,2
5087,1200.0,3.0,80.0,2
5094,1173.0,2.0,78.2,2
5096,1250.0,2.0,75.0,2
5098,1362.0,2.0,85.0,2
5105,1267.0,3.0,78.0,2
5109,1367.0,2.0,80.0,2
5111,1360.0,2.0,78.19,2
5127,1081.0,2.0,60.0,2
5142,1035.0,2.0,60.0,2
5144,1346.0,2.0,74.03,2
5147,1180.0,2.0,80.0,2
5156,1198.0,2.0,80.0,2
5162,1274.0,2.0,90.0,2
5163,1100.0,2.0,64.08,2
5167,1600.0,2.0,90.0,2
5171,1340.0,2.0,75.0,2
5174,1012.0,2.0,62.0,2
5176,1379.0,2.0,85.0,2
5177,1121.0,2.0,75.0,2
5178,1200.0,2.0,75.0,2
5182,1425.0,2.0,94.0,2
5184,1291.0,2.0,72.3,2
5194,1155.0,2.0,64.0,2
5196,1530.0,2.0,108.0,2
5199,1200.0,2.0,70.0,2
5200,1175.0,2.0,65.0,2
5202,1132.0,2.0,70.0,2
5203,1200.0,2.0,75.0,2
5206,1146.0,2.0,69.0,2
5216,970.0,2.0,57.0,2
5217,1285.0,2.0,90.0,2
5219,1349.0,2.0,96.8,2
5221,1015.0,2.0,60.0,2
5228,1521.0,3.0,95.0,3
5231,2250.0,3.0,148.0,3
5234,1755.0,3.0,122.0,3
5235,1767.0,3.0,103.0,3
5240,1760.0,2.0,123.0,3
5242,1925.0,3.0,125.0,3
5243,1724.0,3.0,125.0,3
5245,1670.0,3.0,99.0,3
5248,4395.0,3.0,240.0,3
5249,1569.0,3.0,101.0,3
5250,2089.0,3.0,140.0,3
5251,2511.0,3.0,205.0,3
5252,1660.0,2.0,105.0,3
5254,1499.0,5.0,102.0,3
5255,1665.0,3.0,88.0,3
5257,1540.0,3.0,90.0,3
5259,1200.0,3.0,90.0,3
5260,2502.0,3.0,138.0,3
5261,2400.0,2.0,150.0,3
5262,1630.0,2.0,98.0,3
5263,1800.0,3.0,120.0,3
5264,1413.0,2.0,75.0,3
5265,2497.0,3.0,140.0,3
5267,1436.0,3.0,74.75,3
5268,1427.0,3.0,120.0,3
5269,1282.0,2.0,68.52,3
5271,1870.0,3.0,110.0,3
5273,1535.0,3.0,83.0,3
5275,1260.0,2.0,85.05,3
5276,1563.05,3.0,105.0,3
5277,1828.0,3.0,110.0,3
5278,1710.0,4.0,91.31,3
5280,2795.0,4.0,235.0,3
5281,1735.0,3.0,135.0,3
5282,2050.0,3.0,145.0,3
5284,1904.0,3.0,150.0,3
5285,2000.0,3.0,175.0,3
5286,1425.0,2.0,75.0,3
5291,1500.0,3.0,100.0,3
5292,1700.0,3.0,155.0,3
5293,2144.0,3.0,145.0,3
5294,1704.0,3.0,110.0,3
5295,1550.0,2.0,80.0,3
5296,1783.0,3.0,115.0,3
5298,912.0,2.0,70.0,3
5304,1475.0,3.0,78.29,3
5305,1580.0,3.0,100.0,3
5306,1415.0,3.0,78.0,3
5307,1787.0,3.0,98.29,3
5308,1787.0,3.0,125.0,3
5309,1475.0,2.0,90.0,3
5311,1900.0,3.0,119.0,3
5313,1933.0,3.0,129.0,3
5315,1200.0,3.0,90.0,3
5317,4050.0,3.0,280.0,3
5318,2420.0,3.0,185.0,3
5319,3045.0,3.0,170.0,3
5322,1804.0,3.0,120.0,3
5323,1868.0,3.0,131.0,3
5325,2026.0,3.0,132.0,3
5326,1762.0,3.0,91.45,3
5328,1420.0,2.0,100.0,3
5329,1490.0,3.0,78.8,3
5331,1425.0,2.0,94.0,3
5333,1475.0,3.0,98.0,3
5334,1425.0,2.0,70.0,3
5335,1450.0,3.0,100.0,3
5336,1847.0,3.0,105.0,3
5337,1665.0,3.0,95.0,3
5338,1850.0,3.0,150.0,3
5339,1560.0,3.0,115.0,3
5343,1645.0,3.0,95.0,3
5345,1850.0,3.0,150.0,3
5347,1800.0,3.0,150.0,3
5349,1762.0,3.0,125.0,3
5350,1200.0,3.0,90.0,3
5351,1600.0,2.0,108.0,3
5352,1935.0,3.0,110.0,3
5353,1800.0,3.0,95.0,3
5354,1400.0,3.0,77.0,3
5355,1801.0,3.0,115.0,3
5357,1580.0,2.0,134.0,3
5358,1826.0,3.0,121.0,3
5359,1693.0,3.0,108.0,3
5361,1910.0,3.0,161.0,3
5364,1991.0,4.0,103.0,3
5366,1933.0,3.0,140.0,3
5369,1400.0,2.0,95.0,3
5371,1750.0,3.0,100.0,3
5372,1715.0,2.0,95.0,3
5373,1752.12,3.0,135.0,3
5375,1620.0,3.0,98.0,3
5377,1760.0,2.0,130.0,3
5378,1800.0,3.0,110.0,3
5380,1753.0,3.0,120.0,3
5382,1511.0,3.0,95.0,3
5387,1595.0,3.0,115.0,3
5388,1599.0,3.0,125.0,3
5389,1867.0,3.0,160.0,3
5390,1170.0,2.0,66.0,3
5393,1768.0,3.0,101.0,3
5394,1325.0,2.0,90.0,3
5395,1599.0,3.0,99.0,3
5397,3450.0,5.0,260.0,3
5399,2225.0,3.0,160.0,3
5400,1490.0,3.0,84.0,3
5401,1550.0,3.0,100.0,3
5402,1600.0,3.0,86.0,3
5403,2100.0,3.0,125.0,3
5404,1544.0,3.0,120.0,3
5407,1419.0,3.0,75.0,3
5408,1709.0,3.0,150.0,3
5410,1630.0,3.0,85.0,3
5412,1450.0,2.0,85.0,3
5413,2791.0,3.0,223.0,3
5414,1125.0,4.0,70.0,3
5415,2060.0,3.0,140.0,3
5417,1790.0,3.0,100.0,3
5418,1920.0,3.0,134.0,3
5419,1445.0,3.0,95.0,3
5420,1500.0,3.0,95.0,3
5421,1720.0,3.0,100.0,3
5424,2250.0,3.0,160.0,3
5428,1100.0,2.0,58.0,3
5433,1702.0,3.0,130.0,3
5434,2072.0,3.0,108.0,3
5435,1200.0,2.0,70.0,3
5436,1350.0,3.0,77.0,3
5437,1180.0,2.0,78.34,3
5438,1640.0,2.0,120.0,3
5440,1875.0,3.0,165.0,3
5441,1683.0,3.0,109.0,3
5442,1515.0,3.0,83.3,3
5443,2300.0,3.0,120.0,3
5444,1750.0,3.0,120.0,3
5445,1500.0,3.0,139.0,3
5446,1500.0,2.0,87.0,3
5448,1092.0,2.0,98.5,3
5449,2264.0,3.0,159.0,3
5451,1640.0,4.0,91.0,3
5453,1470.0,2.0,82.0,3
5454,1460.0,2.0,90.0,3
5455,1823.0,3.0,100.0,3
5457,1590.0,2.0,125.0,3
5458,1688.0,3.0,118.0,3
5460,2330.0,3.0,162.0,3
5461,2280.0,4.0,126.0,3
5463,1875.0,2.0,110.0,3
5464,1750.0,3.0,130.0,3
5467,2376.0,3.0,203.0,3
5468,1975.0,3.0,150.0,3
5472,1400.0,2.0,77.0,3
5473,1779.0,3.0,112.0,3
5476,1717.0,3.0,99.0,3
5477,1566.0,3.0,83.3,3
5479,1695.0,3.0,90.0,3
5480,1705.0,3.0,95.0,3
5481,1375.0,3.0,75.0,3
5482,1450.0,2.0,100.0,3
5484,1691.0,3.0,113.0,3
5487,1665.0,3.0,86.58,3
5489,1976.0,3.0,184.0,3
5493,2072.0,4.0,142.0,3
5494,1740.0,2.0,95.0,3
5495,1360.0,2.0,71.0,3
5496,1145.0,2.0,60.0,3
5497,1100.0,3.0,58.0,3
5498,1200.0,3.0,95.0,3
5499,1356.0,2.0,66.0,3
5500,1200.0,2.0,66.0,3
5501,1897.0,3.0,130.0,3
5502,1575.0,3.0,125.0,3
5503,1904.0,3.0,120.0,3
5504,2238.0,3.0,140.0,3
5505,2225.0,2.0,125.0,3
5506,1800.0,3.0,110.0,3
5507,1710.0,3.0,107.0,3
5508,1082.0,2.0,57.5,3
5512,1935.0,4.0,130.0,3
5514,1680.0,3.0,150.0,3
5517,1500.0,2.0,95.0,3
5518,1500.0,2.0,95.0,3
5524,1396.0,2.0,86.51,3
5525,1825.0,3.0,100.0,3
5527,1891.0,3.0,109.0,3
5529,2112.95,4.0,145.0,3
5530,1810.0,3.0,100.0,3
5531,1548.0,3.0,89.5,3
5535,1843.0,3.0,95.84,3
5536,1530.0,2.0,74.5,3
5537,1250.0,2.0,68.75,3
5543,2169.0,4.0,115.0,3
5544,3235.0,3.0,235.0,3
5545,1200.0,3.0,66.0,3
5548,1464.0,2.0,105.0,3
5551,1350.0,2.0,75.0,3
5552,2557.0,3.0,141.0,3
5553,1480.0,3.0,90.0,3
5556,1470.0,2.0,88.64,3
5557,1600.0,3.0,90.0,3
5559,1500.0,3.0,115.0,3
5562,1824.0,3.0,125.0,3
5563,1420.0,2.0,96.0,3
5565,1561.0,3.0,95.0,3
5566,2144.0,3.0,135.0,3
5567,1639.0,3.0,110.0,3
5568,1240.0,2.0,62.0,3
5570,1082.0,2.0,56.0,3
5572,1665.0,3.0,86.58,3
5573,1691.0,2.0,102.0,3
5575,1920.0,3.0,115.0,3
5578,1865.0,3.0,145.0,3
5580,1520.0,2.0,75.0,3
5581,1937.0,3.0,160.0,3
5582,1397.0,3.0,105.0,3
5584,2400.0,3.0,170.0,3
5585,1897.0,3.0,120.0,3
5586,1875.0,3.0,110.0,3
5587,1500.0,2.0,98.0,3
5591,1300.0,2.0,75.0,3
5592,1510.0,2.0,105.0,3
5594,1265.0,2.0,79.0,3
5595,1255.0,2.0,77.68,3
5597,1535.0,3.0,85.0,3
5598,1500.0,3.0,100.0,3
5599,1475.0,2.0,120.0,3
5602,1697.0,3.0,94.79,3
5603,1651.0,3.0,97.38,3
5604,1192.0,2.0,60.0,3
5605,1680.0,3.0,120.0,3
5608,1621.0,4.0,130.0,3
5609,1200.0,3.0,68.4,3
5613,1410.0,2.0,75.0,3
5616,1984.0,4.0,146.0,3
5617,1960.0,3.0,160.0,3
5618,1700.0,3.0,115.0,3
5619,1586.0,3.0,100.0,3
5620,2264.0,2.0,155.0,3
5622,1565.0,3.0,88.5,3
5623,2842.0,3.0,162.0,3
5626,1542.0,2.0,85.0,3
5628,1596.0,3.0,105.0,3
5630,1535.0,3.0,86.0,3
5633,1500.0,2.0,100.0,3
5637,1606.0,3.0,89.55,3
5638,1650.0,3.0,88.0,3
5641,1355.0,3.0,83.87,3
5644,1200.0,3.0,85.0,3
5645,1610.0,3.0,90.0,3
5646,1530.0,2.0,74.4,3
5648,1500.0,3.0,130.0,3
5649,1515.0,3.0,88.0,3
5651,1655.0,3.0,86.06,3
5652,2060.0,3.0,149.0,3
5653,1730.0,3.0,96.0,3
5654,2195.0,4.0,127.0,3
5655,1650.0,3.0,125.0,3
5657,1639.0,3.0,98.32,3
5658,1739.0,3.0,116.0,3
5661,1835.0,2.0,155.0,3
5662,1519.0,3.0,93.0,3
5665,2200.0,3.0,187.0,3
5667,1700.0,3.0,110.0,3
5668,1850.0,3.0,100.0,3
5671,1300.0,2.0,69.0,3
5673,1654.0,3.0,100.0,3
5675,1535.0,3.0,95.0,3
5676,2500.0,3.0,135.0,3
5679,1614.0,3.0,95.0,3
5680,1650.0,2.0,80.0,3
5681,1890.0,4.0,127.0,3
5687,1360.0,2.0,85.0,3
5688,1865.0,3.0,124.0,3
5689,1157.0,2.0,75.0,3
5690,1405.0,2.0,78.0,3
5691,1790.0,3.0,127.0,3
5692,1450.0,2.0,85.0,3
5694,1756.0,3.0,100.0,3
5695,1765.0,3.0,125.0,3
5696,1532.0,3.0,92.0,3
5697,1650.0,3.0,110.0,3
5700,1525.0,2.0,122.0,3
5703,1610.0,2.0,111.0,3
5707,1400.0,2.0,73.0,3
5708,1490.0,3.0,100.0,3
5709,1373.0,3.0,72.0,3
5710,1750.0,3.0,95.0,3
5713,2710.0,3.0,251.0,3
5715,1427.0,2.0,80.63,3
5718,1808.0,4.0,80.27,3
5720,1390.0,3.0,120.0,3
5721,1537.0,3.0,120.0,3
5725,1690.0,3.0,125.0,3
5728,1564.0,2.0,92.0,3
5730,1600.0,2.0,80.0,3
5732,1482.0,2.0,92.0,3
5733,1000.0,4.0,66.0,3
5734,2400.0,3.0,160.0,3
5735,1469.0,3.0,89.0,3
5737,1745.0,3.0,125.0,3
5738,1168.0,3.0,70.0,3
5739,2038.5,3.0,120.0,3
5741,1515.0,3.0,93.93,3
5742,2200.0,2.0,162.0,3
5743,1530.0,2.0,74.39,3
5744,2070.0,3.0,162.0,3
5749,1626.0,3.0,89.0,3
5750,1585.0,3.0,88.0,3
5753,1645.0,3.0,100.0,3
5755,1245.0,2.0,68.48,3
5759,2800.0,2.0,200.0,3
5760,1595.0,3.0,88.0,3
5761,1757.0,3.0,132.0,3
5762,1460.0,2.0,72.0,3
5763,1200.0,3.0,68.5,3
5765,2611.0,3.0,239.0,3
5766,1875.0,2.0,150.0,3
5767,1725.0,2.0,100.0,3
5771,1722.0,3.0,95.0,3
5772,1482.0,2.0,83.73,3
5773,1724.0,3.0,127.0,3
5774,1670.0,3.0,91.86,3
5775,1360.0,2.0,75.0,3
5776,1697.0,3.0,108.0,3
5779,1250.0,2.0,80.0,3
5781,1476.0,3.0,120.0,3
5782,2160.0,4.0,172.0,3
5784,1870.0,3.0,110.0,3
5785,1429.0,3.0,86.0,3
5787,1700.0,3.0,135.0,3
5788,1560.0,3.0,92.0,3
5789,1494.0,2.0,94.55,3
5790,1482.0,2.0,87.0,3
5792,1691.0,3.0,119.0,3
5793,1305.0,3.0,95.45,3
5795,1510.0,2.0,75.0,3
5796,1614.0,3.0,110.0,3
5798,1450.0,2.0,135.0,3
5799,1508.0,2.0,110.0,3
5803,1480.0,3.0,90.0,3
5804,1840.0,3.0,98.0,3
5806,1564.0,3.0,101.0,3
5807,2479.13,3.0,215.0,3
5808,1846.0,3.0,140.0,3
5810,1925.0,3.0,120.0,3
5812,1354.0,3.0,90.0,3
5813,1600.0,3.0,88.0,3
5816,1745.0,3.0,104.0,3
5817,1650.0,3.0,118.0,3
5821,2106.0,3.0,126.0,3
5822,1718.0,3.0,90.2,3
5824,1200.0,3.0,95.0,3
5825,1100.0,2.0,75.0,3
5826,1685.0,2.0,110.0,3
5827,1800.0,3.0,115.0,3
5828,1700.0,3.0,130.0,3
5829,1891.0,3.0,139.0,3
5830,1550.0,3.0,110.0,3
5831,1699.0,3.0,97.0,3
5832,1521.0,3.0,94.99,3
5834,2900.0,4.0,240.0,3
5835,1765.0,3.0,105.0,3
5837,1900.0,3.0,135.0,3
5838,1270.0,2.0,70.0,3
5839,2045.0,4.0,154.0,3
5840,1490.0,2.0,98.0,3
5841,2017.0,3.0,125.0,3
5843,1158.0,2.0,85.0,3
5845,1670.0,3.0,120.0,3
5847,1050.0,2.0,57.0,3
5848,1703.0,3.0,101.0,3
5851,1560.0,3.0,85.0,3
5852,1420.0,2.0,75.0,3
5853,1852.0,3.0,160.0,3
5855,1546.0,3.0,99.0,3
5857,1476.0,3.0,105.0,3
5859,1285.0,2.0,68.0,3
5863,1840.0,3.0,155.0,3
5864,1571.0,3.0,89.0,3
5865,2200.0,3.0,180.0,3
5866,1200.0,2.0,66.0,3
5867,1875.0,3.0,167.0,3
5871,1340.0,2.0,100.0,3
5872,1837.0,3.0,145.0,3
5874,1620.0,2.0,110.0,3
5875,1673.0,3.0,115.0,3
5877,1533.0,3.0,115.0,3
5878,1750.0,3.0,150.0,3
5879,1200.0,2.0,66.0,3
5880,1754.0,3.0,125.0,3
5881,1560.0,3.0,85.0,3
5882,1470.0,2.0,90.0,3
5883,1650.0,3.0,110.0,3
5885,1400.0,3.0,115.0,3
5887,1375.0,2.0,85.0,3
5890,1708.0,2.0,90.5,3
5891,1920.0,3.0,130.0,3
5894,1929.0,4.0,103.0,3
5895,1525.0,3.0,100.0,3
5896,1775.0,3.0,110.0,3
5897,1500.0,3.0,88.0,3
5899,1687.0,3.0,127.0,3
5900,1847.0,3.0,123.0,3
5902,1875.0,3.0,110.0,3
5903,2039.0,3.0,168.0,3
5906,1200.0,2.0,66.5,3
5907,1605.0,3.0,85.0,3
5908,1592.0,3.0,125.0,3
5909,1934.0,3.0,150.0,3
5910,1470.0,2.0,110.0,3
5911,2225.0,4.0,169.0,3
5912,1200.0,2.0,80.0,3
5913,1901.0,3.0,119.0,3
5914,1819.0,3.0,100.0,3
5917,1845.0,4.0,110.0,3
5918,2400.0,4.0,130.0,3
5919,2254.0,3.0,170.0,3
5920,1750.0,3.0,150.0,3
5921,1893.0,3.0,140.0,3
5922,1075.0,2.0,90.0,3
5923,2145.0,3.0,175.0,3
5926,1240.0,2.0,84.0,3
5927,1245.0,2.0,68.0,3
5931,1720.0,3.0,100.0,3
5932,2556.0,3.0,133.0,3
5933,1850.0,3.0,168.0,3
5934,1655.0,3.0,115.0,3
5935,1726.0,3.0,145.0,3
5937,1788.0,3.0,98.34,3
5938,1862.0,3.0,120.0,3
5940,1995.0,3.0,135.0,3
5941,1767.0,3.0,98.0,3
5943,1692.0,3.0,88.0,3
5944,1645.0,3.0,100.0,3
5947,2072.0,4.0,150.0,3
5948,2040.0,3.0,137.0,3
5952,1760.0,3.0,145.0,3
5957,1752.12,3.0,116.0,3
5958,1942.0,3.0,102.0,3
5960,1583.0,3.0,105.0,3
5961,1697.0,3.0,114.0,3
5962,1567.0,3.0,90.0,3
5964,1635.0,2.0,85.0,3
5965,1533.0,3.0,85.0,3
5966,1720.0,3.0,134.0,3
5968,1570.0,3.0,88.0,3
5972,1754.0,3.0,135.0,3
5974,1804.0,3.0,102.0,3
5976,2160.0,3.0,160.0,3
5978,2357.0,3.0,151.0,3
5980,1762.0,3.0,110.0,3
5981,1825.0,3.0,105.0,3
5983,1411.0,3.0,91.72,3
5985,2475.0,4.0,130.0,3
5989,1680.0,3.0,112.0,3
5991,1100.0,3.0,78.0,3
5993,2200.0,3.0,190.0,3
5994,1550.0,2.0,90.0,3
5995,1826.0,3.0,165.0,3
5996,1603.0,3.0,96.0,3
5997,1350.0,3.0,72.0,3
5998,1405.0,2.0,77.0,3
6000,1945.0,3.0,120.0,3
6001,1573.0,3.0,95.0,3
6003,1465.0,2.0,74.72,3
6006,1150.0,2.0,75.0,3
6007,1200.0,3.0,74.0,3
6009,1229.0,3.0,86.03,3
6012,1776.42,3.0,105.0,3
6013,2319.0,3.0,180.0,3
6014,1520.0,3.0,80.0,3
6015,1536.0,3.0,89.0,3
6016,1850.0,3.0,146.0,3
6018,1250.0,3.0,65.0,3
6020,2072.0,3.0,108.0,3
6022,1550.0,3.0,82.0,3
6025,1470.0,2.0,75.0,3
6026,1590.0,2.0,125.0,3
6031,1655.0,3.0,115.0,3
6033,1917.0,3.0,122.0,3
6035,1400.0,2.0,88.0,3
6036,1750.0,3.0,100.0,3
6038,1370.0,2.0,75.0,3
6039,1374.0,2.0,72.0,3
6040,1754.0,3.0,124.0,3
6041,1847.0,3.0,110.0,3
6042,1850.0,4.0,139.0,3
6045,1756.0,3.0,92.0,3
6046,1739.0,3.0,105.0,3
6049,1255.0,2.0,77.68,3
6050,1936.0,4.0,126.0,3
6051,2257.0,4.0,157.0,3
6053,1700.0,3.0,97.0,3
